longitude,latitude,temperature
21.7,57.6,5.811852021009362
21.7,57.9,5.789723681205755
21.7,58.2,5.789723681205755
21.7,58.5,5.789723681205755
21.7,58.8,4.673213062343001
21.7,59.1,4.406576844028318
21.7,59.4,3.993217629595798
21.7,59.7,3.8820050239780772
22.2,57.6,5.476752683261019
22.2,57.9,5.25028545329984
22.2,58.2,5.444211007079242
22.2,58.5,5.4822562228819365
22.2,58.8,5.799040876912537
22.2,59.1,5.799040876912537
22.2,59.4,3.958300981959352
22.2,59.7,3.766681890842658
22.7,57.6,5.561726421557433
22.7,57.9,5.380406485498972
22.7,58.2,5.499657456040191
22.7,58.5,5.591093857044988
22.7,58.8,5.432952728933547
22.7,59.1,5.783420872345284
22.7,59.4,3.922174012331583
22.7,59.7,3.616716145238639
23.2,57.6,4.847659282941311
23.2,57.9,4.764923498515643
23.2,58.2,4.79401689883535
23.2,58.5,5.44455355103905
23.2,58.8,5.337519981730988
23.2,59.1,4.8324960036538025
23.2,59.4,3.633957524548984
23.2,59.7,3.616716145238639
23.7,57.6,5.100182690111898
23.7,57.9,4.891824617492578
23.7,58.2,5.2592829413108015
23.7,58.5,5.215574332039278
23.7,58.8,5.092920758163965
23.7,59.1,4.763690340260333
23.7,59.4,4.858004110527518
23.7,59.7,4.034688284996575
24.2,57.6,5.7002055263758855
24.2,57.9,6.01662480018269
24.2,58.2,5.427540534368577
24.2,58.5,5.395204384562685
24.2,58.8,5.108175382507422
24.2,59.1,4.733295272893354
24.2,59.4,4.497533683489381
24.2,59.7,3.162754053436858
24.7,57.6,5.448390043388901
24.7,57.9,5.37919616350765
24.7,58.2,5.197465174697419
24.7,58.5,4.944393697191139
24.7,58.8,4.889198447134048
24.7,59.1,4.7271294816168075
24.7,59.4,4.731788079470198
24.7,59.7,5.060744462205983
25.2,57.6,5.449942909340032
25.2,57.9,5.418360356245718
25.2,58.2,5.077346426124686
25.2,58.5,5.206713861612241
25.2,58.8,4.49008906142955
25.2,59.1,4.591436401004796
25.2,59.4,4.655514957752912
25.2,59.7,5.138638958666362
25.7,57.6,5.386206896551724
25.7,57.9,5.232427494861841
25.7,58.2,4.675473852477735
25.7,58.5,4.818954099109386
25.7,58.8,4.690637131765243
25.7,59.1,4.293948390043389
25.7,59.4,4.469193879881251
25.7,59.7,4.368371774377711
26.2,57.6,5.2515186115551495
26.2,57.9,5.4655172413793105
26.2,58.2,4.944827586206896
26.2,58.5,4.8989723681205755
26.2,58.8,4.558095455583467
26.2,59.1,4.374263530486413
26.2,59.4,4.426079013473395
26.2,59.7,4.3038593286138385
26.7,57.6,5.156451244576387
26.7,57.9,5.149760219228134
26.7,58.2,5.013176524320621
26.7,58.5,5.038501941082439
26.7,58.8,4.556611098424298
26.7,59.1,4.339324046585979
26.7,59.4,4.214980589175611
26.7,59.7,4.671683032655857
27.2,57.6,4.974149349166476
27.2,57.9,5.2321077871660195
27.2,58.2,5.515894039735099
27.2,58.5,4.959465631422699
27.2,58.8,4.754236126969627
27.2,59.1,4.409340031970769
27.2,59.4,4.2063256451244575
27.2,59.7,3.108540762731217
27.7,57.6,5.217401233158255
27.7,57.9,5.475884905229504
27.7,58.2,5.220050239780772
27.7,58.5,5.074560401918246
27.7,58.8,4.634528431148664
27.7,59.1,4.563507650148435
27.7,59.4,4.840580041105276
27.7,59.7,4.278853619547841
28.2,57.6,5.418862754053437
28.2,57.9,5.06649920073076
28.2,58.2,5.132176295957981
28.2,58.5,5.068622973281571
28.2,58.8,4.678328385476137
28.2,59.1,4.645033112582781
28.2,59.4,4.437268782827129
28.2,59.7,3.9022151176067594
